,Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,COVID beta,SPY_beta,S&P500
19,ARE,Alexandria Real Estate Equities Inc,Real Estate,114.58,19.03,3.0262272,1.57,134.37,106.89,12043374429,0.0,10.492155,2.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ARE,-0.012467031090422465,1.0062544552793762,S&P500
90,KMX,Carmax Inc,Consumer Discretionary,64.34,19.44,0.0,3.97,77.64,54.29,11827453706,1339628000.0,0.6913859,3.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMX,-0.01241379007502522,1.0979402990942353,S&P500
156,DTE,DTE Energy Co.,Utilities,98.49,19.12,3.5559585,4.82,116.74,96.56,17808073691,2790000000.0,1.9091922,1.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE,-0.012368130145702216,1.107575535416373,S&P500
440,MOS,The Mosaic Company,Materials,24.13,23.66,0.3960396,0.85,34.36,19.23,9726962131,1165100000.0,1.8161957999999998,0.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MOS,-0.012362865272747806,1.2916946745448494,S&P500
134,CSX,CSX Corp.,Industrials,50.47,21.94,1.5102888,6.07,60.04,45.41,47340511707,5003000000.0,4.216355,4.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSX,-0.012325226772562032,1.1456082242531251,S&P500
359,PKI,PerkinElmer,Health Care,72.06,24.68,0.3695394,2.64,84.49,52.63,8351767268,445658000.0,3.7116462999999995,3.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKI,-0.0120329546899741,0.7070929979324282,S&P500
468,VFC,V.F. Corp.,Consumer Discretionary,78.75,25.9,2.2865665,2.55,82.95,48.05,31797645904,1624441000.0,3.7110943999999995,7.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VFC,-0.01176635834565386,1.2172461917185,S&P500
77,BXP,Boston Properties,Real Estate,112.09,18.05,2.7744062,2.93,140.13,111.87,17799878487,1546846000.0,6.839459,3.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BXP,-0.011758013641352427,1.1379273588175072,S&P500
202,FBHS,Fortune Brands Home & Security,Industrials,62.44,20.27,1.2618296,3.04,73.62,55.25,9624169008,814500000.0,1.8434572,3.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FBHS,-0.011718181587976726,1.2470864226401088,S&P500
263,JPM,JPMorgan Chase & Co.,Financials,107.88,15.43,1.9845841,6.3,117.3529,81.635,386613611000,0.0,3.3714992999999995,1.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JPM,-0.011702158951563672,1.26052870358278,S&P500
63,AVY,Avery Dennison Corp,Materials,110.77,22.11,1.5682174999999998,3.11,123.67,78.471,10104814319,831200000.0,1.5206499,8.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVY,-0.0116649336393489,1.0078598808861243,S&P500
78,BSX,Boston Scientific,Health Care,25.2,20.0,0.0,0.07,29.93,23.29,36142506007,1726000000.0,4.0556849999999995,4.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BSX,-0.011609804743006703,0.988138159228914,S&P500
3,ABBV,AbbVie Inc.,Health Care,108.48,19.41,2.4995599,3.29,125.86,60.05,181386347059,10310000000.0,6.291571,26.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABBV,-0.011370893938062444,0.6813538081599574,S&P500
234,HON,Honeywell Int'l Inc.,Industrials,146.02,20.68,1.9710299,2.08,165.13,119.31,114422168609,8333000000.0,2.8267898999999996,5.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HON,-0.01132164673949048,1.0484924761050725,S&P500
482,WM,Waste Management Inc.,Industrials,79.12,25.36,2.0800195,2.66,89.73,69.55,35488486675,3896000000.0,3.2787669000000004,6.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WM,-0.011309607785439364,0.7829416343466133,S&P500
35,AIG,"American International Group, Inc.",Financials,58.28,23.22,2.1167521000000002,-0.76,67.3,57.85,54360073164,0.0,1.4686536000000001,0.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIG,-0.011290153144923213,1.523046831281925,S&P500
338,NSC,Norfolk Southern Corp.,Industrials,136.89,20.65,2.018503,18.73,157.1499,109.27,40543547441,4737000000.0,3.8525907999999998,3.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NSC,-0.011086256547186714,1.1749849653985673,S&P500
102,SCHW,Charles Schwab Corporation,Financials,48.9,29.82,0.76878726,1.61,56.25,37.16,69750188843,0.0,7.949615,4.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCHW,-0.01104421493669352,1.071917200520993,S&P500
312,MAA,Mid-America Apartments,Real Estate,85.39,14.38,4.19652,2.86,110.95,86.95,9992628990,871483000.0,6.6291075,1.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAA,-0.010657467937122139,1.0060537589029457,S&P500
467,UNM,Unum Group,Financials,47.87,11.51,1.8189006999999997,4.38,58.73,43.55,11256432318,0.0,0.9984924000000001,1.19,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNM,-0.010589347569006789,1.7360301506916438,S&P500
208,GD,General Dynamics,Industrials,206.05,20.71,1.5631542,9.55,229.54,181.94,64180390701,4618000000.0,2.0481362,5.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD,-0.010560972773461361,0.8963916347255639,S&P500
230,HPE,Hewlett Packard Enterprise,Information Technology,15.04,11.57,1.9280206000000002,0.21,24.88,12.815,24800859640,3683000000.0,1.4609766000000002,1.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPE,-0.010555292433670259,1.115748717694046,S&P500
394,RSG,Republic Services Inc,Industrials,62.72,26.13,2.1362228,1.77,69.4,57.53,21590903863,2734000000.0,2.8841186000000003,2.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RSG,-0.010359240255954156,0.834933015542297,S&P500
409,SEE,Sealed Air,Materials,42.62,21.31,1.4427412,2.46,50.62,41.22,8001938397,969700000.0,2.4700067000000003,10.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SEE,-0.010352757313619378,0.8127127762545822,S&P500
262,JCI,Johnson Controls International,Industrials,36.55,14.0,2.7659574,1.71,44.37,34.51,34822224800,4295000000.0,1.1415336,1.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JCI,-0.010265431559030425,0.9218557128817808,S&P500
15,APD,Air Products & Chemicals Inc,Materials,152.8,24.22,2.7811136000000003,13.66,175.17,133.6301,34638387128,2542500000.0,4.1163682999999995,3.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APD,-0.010212143410935905,1.0114685977693743,S&P500
294,MAR,Marriott Int'l.,Consumer Discretionary,133.88,32.73,0.9452879000000001,2.67,149.21,85.3725,50910130358,2620000000.0,2.9997249,11.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAR,-0.010184733466565047,1.0112639563678592,S&P500
181,EXPE,Expedia Inc.,Consumer Discretionary,123.03,30.99,0.92785895,1.81,161.0,115.55,19722178609,1481458000.0,2.5074897000000003,4.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPE,-0.010138051676533269,1.2689501959218898,S&P500
92,CAT,Caterpillar Inc.,Industrials,145.99,21.22,2.0215108,1.26,173.24,90.34,91822049046,8136000000.0,2.0468428,5.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAT,-0.01005152858693978,0.9707702865253182,S&P500
370,PPL,PPL Corp.,Utilities,29.52,12.83,5.2196894,2.79,40.2,29.205,20839814845,3937000000.0,3.7497053,1.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPL,-0.009757351780341088,1.032745359737269,S&P500
330,NWSA,News Corp. Class A,Consumer Discretionary,15.65,43.47,1.2453299999999998,-1.28,17.29,12.0,9356906461,679000000.0,1.5518167,0.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWSA,-0.009717201704225858,0.9648200175966514,S&P500
368,RL,Polo Ralph Lauren Corp.,Consumer Discretionary,101.32,17.74,1.8570102,-1.19,119.33,66.06,8753430477,506100000.0,1.3948757999999999,2.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RL,-0.009708907431549304,1.0335365514164798,S&P500
185,XOM,Exxon Mobil Corp.,Energy,76.07,21.37,4.0031195,1.88,89.3,76.05,326148660000,39052000000.0,1.7701944,1.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM,-0.009476366380592365,1.0478318917543377,S&P500
285,LMT,Lockheed Martin Corp.,Industrials,334.3,24.28,2.315954,6.83,361.79,256.4,98102120000,7115000000.0,1.8781451,45.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMT,-0.009388131842584491,0.861137971017849,S&P500
301,MCD,McDonald's Corp.,Consumer Discretionary,158.97,23.83,2.4379939999999998,6.36,178.7,124.36,132101623787,10515400000.0,5.770237,146.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCD,-0.009279655263833226,0.9510737695775647,S&P500
279,LEG,Leggett & Platt,Consumer Discretionary,43.99,17.88,3.1454785,2.76,54.97,42.0,6034600480,447000000.0,2.0302901,4.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEG,-0.009235549182613179,1.4572559051490688,S&P500
469,VLO,Valero Energy,Energy,86.77,18.74,3.5618877,9.24,99.95,60.69,39312309113,5401000000.0,0.42119179999999995,1.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLO,-0.009163805209150092,1.4388478103411118,S&P500
287,LOW,Lowe's Cos.,Consumer Discretionary,95.01,23.87,1.6413131,3.46,108.98,70.76,82909678852,7858000000.0,1.5653384,14.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LOW,-0.00913971972907641,1.1912614831394945,S&P500
478,VNO,Vornado Realty Trust,Real Estate,66.18,16.22,3.744428,4.33,111.72,66.0101,12778779911,0.0,7.1491003,3.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VNO,-0.008980816172689235,1.2681841766684832,S&P500
256,IQV,IQVIA Holdings Inc.,Health Care,95.23,21.74,0.0,0.76,110.67,75.94,20426488713,1542000000.0,2.8477087000000005,2.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IQV,-0.008897690940054123,1.1901358565919828,S&P500
444,TIF,Tiffany & Co.,Consumer Discretionary,99.62,27.0,1.9402406000000003,3.55,111.44,77.93,12810515320,949500000.0,4.516748000000001,3.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TIF,-0.008860878815813985,0.24397740664279666,S&P500
396,RHI,Robert Half International,Industrials,52.26,20.18,1.7075773,2.32,60.59,42.92,7047165475,565196000.0,1.3330402,5.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RHI,-0.008718019641592249,0.9337101430911476,S&P500
101,CF,CF Industries Holdings Inc,Materials,37.46,-59.46,3.0395136000000003,-1.2,43.98,25.04,9209106695,711000000.0,3.0044447999999995,2.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CF,-0.008692078999113726,1.1897121273806068,S&P500
364,PSX,Phillips 66,Energy,92.44,21.11,2.9285639999999997,9.93,107.47,75.135,47996220000,5311000000.0,0.47499472,2.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSX,-0.00867343603403108,1.298019860024321,S&P500
165,EIX,Edison Int'l,Utilities,58.07,13.23,4.0542803,3.96,83.38,58.76,19447670886,4284000000.0,2.161095,1.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIX,-0.008509337198586247,0.9867184143694211,S&P500
387,RJF,Raymond James Financial Inc.,Financials,86.06,16.94,1.0982976,4.12,99.1,71.35,13216271700,0.0,1.9734555,2.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RJF,-0.008318083562560157,1.3029053284589638,S&P500
175,EQR,Equity Residential,Real Estate,55.26,17.6,3.5437917999999997,1.63,70.455,56.07,20925508143,1710686000.0,8.593619,2.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQR,-0.008254964025256271,0.988040001660537,S&P500
108,CHD,Church & Dwight,Consumer Staples,47.38,24.42,1.8366054,2.92,54.1799,43.21,11838963451,868000000.0,3.1682447999999996,6.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHD,-0.007955116411373761,0.5366516425273992,S&P500
179,ES,Eversource Energy,Utilities,56.11,18.22,3.3397784,2.96,66.15,55.2,18027633617,2738713000.0,3.1134193,1.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ES,-0.00793711853297717,0.9234287497304641,S&P500
352,PH,Parker-Hannifin,Industrials,174.51,21.6,1.4401833,7.24,212.8,145.38,24421668509,2092089000.0,1.8652664,4.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PH,-0.007881089623740971,1.4282796182512516,S&P500
67,BAX,Baxter International Inc.,Health Care,62.56,25.12,0.97635394,1.29,72.58,48.15,35713732553,1832000000.0,3.4394413999999998,3.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX,-0.007861734439547486,0.7330373157619077,S&P500
300,MKC,McCormick & Co.,Consumer Staples,101.36,23.91,2.0261056,3.73,109.67,90.25,13459353253,815700000.0,2.7788277000000003,5.2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MKC,-0.007624898675210386,0.7676010898510663,S&P500
38,AMP,Ameriprise Financial,Financials,152.5,12.41,2.0735743,9.44,183.9,118.84,23472126000,0.0,1.9493247,3.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMP,-0.007470290940363183,1.7747738319424708,S&P500
341,NCLH,Norwegian Cruise Line,Consumer Discretionary,56.01,15.35,0.0,2.78,61.48,46.96,13191507318,1529401000.0,3.2066103999999997,2.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NCLH,-0.00723675969639415,2.0032957685389294,S&P500
443,TMO,Thermo Fisher Scientific,Health Care,198.73,21.84,0.32763190000000003,5.6,226.44,151.69,83226586345,4751300000.0,4.015666,3.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMO,-0.007202762885780295,0.7063658586586776,S&P500
220,HBI,Hanesbrands Inc,Consumer Discretionary,19.57,10.04,2.7322404,1.41,25.73,18.9,8006268615,926153000.0,1.6339768,6.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBI,-0.007195381559930038,1.093394331898912,S&P500
485,WFC,Wells Fargo,Financials,55.4,13.58,2.7111576,4.07,66.31,49.27,281463620775,0.0,2.8728192000000004,1.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFC,-0.007094343462732031,1.3683915322988047,S&P500
391,REG,Regency Centers Corporation,Real Estate,55.58,15.27,3.6850338,1.43,72.05,56.66,9858367494,487636000.0,13.762162,1.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REG,-0.0069782650686934225,1.2139380263321504,S&P500
423,SYK,Stryker Corp.,Health Care,148.01,23.46,1.2234008,2.68,170.0,122.01,57509096756,2863000000.0,4.635566000000001,5.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SYK,-0.006937355714453125,1.1228362429393235,S&P500
254,ISRG,Intuitive Surgical Inc.,Health Care,381.87,48.58,0.0,5.67,452.0,233.10643,44866621303,1153700000.0,14.655261,9.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ISRG,-0.006916568674655936,1.1138720790242311,S&P500
56,AJG,Arthur J. Gallagher & Co.,Financials,64.4,21.05,2.4807137999999997,2.54,70.55,53.63,11968488290,888000000.0,1.9400215,2.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AJG,-0.006870038787552746,0.9310116049684132,S&P500
248,ICE,Intercontinental Exchange,Financials,67.0,22.95,5.4298644,2.37,76.1378,56.8,41373051167,3103000000.0,9.619987,2.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ICE,-0.006828871068624925,0.8922638026060218,S&P500
143,XRAY,Dentsply Sirona,Health Care,56.85,22.65,0.60034305,1.99,68.98,52.535,13390513478,-411100000.0,4.6262620000000005,1.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XRAY,-0.006798807046316282,0.9016688435399836,S&P500
479,VMC,Vulcan Materials,Materials,121.47,40.9,0.7797879,3.1,141.2,108.95,16964162228,970976000.0,5.7576876,3.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VMC,-0.0067819996734434645,0.9017376783415944,S&P500
204,FCX,Freeport-McMoRan Inc.,Materials,17.16,14.67,1.1198208,1.24,20.25,11.05,25853969330,5347000000.0,1.6538345,3.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FCX,-0.006770270441361845,1.556979829022276,S&P500
252,IFF,Intl Flavors & Fragrances,Materials,138.0,24.17,1.9341276,5.05,157.4,116.3,11270040447,699963000.0,4.4208813,6.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IFF,-0.006721615834976336,0.9012009114465362,S&P500
213,GPC,Genuine Parts,Consumer Discretionary,96.31,21.17,2.7198548,4.6,107.75,79.86,14554321748,1201517000.0,1.212236,4.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPC,-0.006679291235580846,1.1316773972231757,S&P500
166,EW,Edwards Lifesciences,Health Care,123.78,32.57,0.0,2.88,138.48,89.2,27447099863,1156700000.0,7.8283277,8.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EW,-0.006672618467486239,0.9170778500879152,S&P500
69,BDX,Becton Dickinson,Health Care,211.44,22.28,1.3518385,4.65,248.3888,175.66,50910180308,1537000000.0,5.6912947,3.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BDX,-0.006443553574806066,0.5519138903457764,S&P500
218,GWW,Grainger (W.W.) Inc.,Industrials,258.6,22.57,1.9700643,10.02,298.145,155.0,14639308205,1279846000.0,1.3995146,8.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GWW,-0.006302337883429149,1.0128741738549811,S&P500
306,MTD,Mettler Toledo,Health Care,601.0,35.56,0.0,14.24,697.26,459.34,16420774443,666706000.0,8.372307000000001,31.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTD,-0.006273016296312799,0.8631484320248661,S&P500
65,BLL,Ball Corp,Materials,38.44,20.56,1.0170354,0.85,43.24,35.6,13767688518,1317000000.0,1.5696398999999999,3.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLL,-0.006256355222867376,0.8074980938079194,S&P500
314,TAP,Molson Coors Brewing Company,Consumer Staples,74.51,17.66,2.1533613,9.27,102.14,75.79,12396862128,4708400000.0,1.2371694,1.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TAP,-0.006209883105524621,0.8555823045101529,S&P500
177,EL,Estee Lauder Cos.,Consumer Staples,131.46,37.78,1.1283498,3.35,138.74,81.69,49543264457,2478000000.0,3.9522583,10.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EL,-0.006204115653058075,0.9153576191911663,S&P500
148,DISCK,Discovery Communications-C,Consumer Discretionary,21.58,10.37,0.0,1.96,29.18,14.99,8320262123,2100000000.0,1.7147918000000002,1.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCK,-0.006190276193262106,0.8645562648806706,S&P500
29,MO,Altria Group Inc,Consumer Staples,64.05,18.89,3.9526875,5.31,77.79,60.01,126985101434,10773000000.0,4.945682,10.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MO,-0.0061432898309723765,0.7170087164334228,S&P500
258,JBHT,J. B. Hunt Transport Services,Industrials,114.81,30.62,0.8139042,6.19,126.49,83.35,12945366350,1007309000.0,1.7697401999999998,8.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBHT,-0.006105815100516673,0.841930682524964,S&P500
429,TROW,T. Rowe Price Group,Financials,101.99,19.92,2.140443,4.75,120.07,66.7,25810865035,2281400000.0,7.3911157,4.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TROW,-0.0060624228765978035,1.1533089236677116,S&P500
319,MS,Morgan Stanley,Financials,51.79,14.23,1.8331805,3.09,58.05,40.06,97535400000,0.0,2.2258842,1.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MS,-0.005949437302202008,1.417465527448083,S&P500
129,GLW,Corning Inc.,Information Technology,28.45,16.45,2.0791416000000003,-0.78,35.1,26.31,25759280346,2970000000.0,2.544682,1.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW,-0.0059483483233222405,1.2793395936426744,S&P500
257,IRM,Iron Mountain Incorporated,Real Estate,32.07,15.42,7.08258,0.46,41.53,32.05,9410249279,1116140000.0,3.2898626,4.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IRM,-0.005809820916215805,0.9625417701047886,S&P500
146,DFS,Discover Financial Services,Financials,72.4,12.13,1.8269607,5.41,81.93,57.5,27433540000,0.0,2.3610325,2.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFS,-0.005576736180525364,1.8620500432462108,S&P500
320,MSI,Motorola Solutions Inc.,Information Technology,98.74,19.03,2.0266979,-1.08,107.78,77.23,16626039679,1629000000.0,2.6092633999999997,6.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSI,-0.00540143048284831,0.960088547289531,S&P500
164,ECL,Ecolab Inc.,Materials,127.76,28.08,1.2319711000000002,4.14,140.5,119.61,38460272282,2848600000.0,3.7360687000000006,5.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ECL,-0.005398415133827148,1.1098701039834278,S&P500
379,PSA,Public Storage,Real Estate,180.49,18.21,4.316159,6.81,232.21,180.9254,32258539942,1924803000.0,16.164170000000002,6.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSA,-0.005234360091881988,0.7109670029792992,S&P500
14,A,Agilent Technologies Inc,Health Care,65.05,27.45,0.8756978999999999,2.1,75.0,49.23,21984606918,1094000000.0,6.493563,4.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=A,-0.005211944444846901,0.8741853521877218,S&P500
203,BEN,Franklin Resources,Financials,38.0,12.67,2.3326569999999998,3.0,47.65,37.01,21759187973,2711300000.0,3.3991010000000004,1.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BEN,-0.005208710836239727,1.0710218044027822,S&P500
334,NKE,Nike,Consumer Discretionary,62.49,24.9,1.2189548000000001,2.51,68.83,50.35,106776113744,5162000000.0,3.0549932,8.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NKE,-0.005204270629748286,0.932001062086557,S&P500
228,HSIC,Henry Schein,Health Care,70.85,19.85,0.0,3.1,93.495,65.28,11452961984,1033985000.0,1.262194,3.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSIC,-0.005173678360449004,0.8697280188711322,S&P500
417,SO,Southern Co.,Utilities,43.4,15.78,5.353022599999999,2.53,53.51,42.63,43497224128,6012000000.0,2.5080602,1.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SO,-0.0051256268765335995,1.0134663092006373,S&P500
145,DLR,Digital Realty Trust Inc,Real Estate,98.96,16.55,3.5710857000000003,2.19,127.23,101.101,21400952517,1260662000.0,12.434961,2.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLR,-0.004943581670782496,0.8513788232183053,S&P500
501,YUM,Yum! Brands Inc,Consumer Discretionary,76.3,27.25,1.7970798,4.07,86.93,62.85,27003303098,2289000000.0,6.3136363,212.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YUM,-0.0049114501085677385,0.8920837001268356,S&P500
58,T,AT&T Inc,Telecommunication Services,35.57,12.14,5.4156512999999995,4.76,42.7,32.55,226713270000,49653000000.0,1.4083152,1.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=T,-0.0047819488446779485,0.8457395597008509,S&P500
163,EBAY,eBay Inc.,Information Technology,41.02,24.86,0.0,-1.07,46.99,31.89,44216696399,2941000000.0,4.6720185,3.8,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EBAY,-0.0047585359660166715,0.5688263599692525,S&P500
80,BMY,Bristol-Myers Squibb,Health Care,62.69,20.83,2.5546862999999997,2.65,66.1,51.12,102506501960,5170000000.0,6.5032309999999995,6.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BMY,-0.004723203491505887,0.5728056655855431,S&P500
471,VTR,Ventas Inc,Real Estate,50.92,12.21,5.965641000000001,1.86,72.36,51.8,18865999082,1935931000.0,7.074049499999999,1.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VTR,-0.0045997584717260695,1.5762177076903368,S&P500
47,ANTM,Anthem Inc.,Health Care,230.57,19.23,1.2581781,14.36,267.95,156.81,61221978627,0.0,0.6696521,2.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ANTM,-0.004564176217167694,1.1781627983563987,S&P500
157,DUK,Duke Energy,Utilities,74.32,16.7,4.784946400000001,3.12,91.8,72.93,52078185682,9895000000.0,2.9348857,1.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK,-0.0045192771169053365,0.9440300333919639,S&P500
435,TXT,Textron Inc.,Industrials,55.54,22.13,0.1381454,1.14,62.19,45.0,15254672353,1454000000.0,1.0645695,2.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXT,-0.004444182664528521,1.4197299055922825,S&P500
93,CBOE,CBOE Holdings,Financials,111.15,35.06,0.9426962999999999,2.27,138.54,76.75,12998295607,488406000.0,8.249042,5.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBOE,-0.004186843466014379,0.7907804043815763,S&P500
295,MMC,Marsh & McLennan,Financials,79.31,20.23,1.8257058999999998,2.87,86.54,69.33,41819440000,3236000000.0,2.9848945,5.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMC,-0.0039768186034041175,0.838463299509952,S&P500
127,ED,Consolidated Edison,Utilities,74.73,18.64,3.8001595,4.1,89.7,72.63,23335777662,4288000000.0,2.960244,1.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ED,-0.003971774933591539,0.6941454438309871,S&P500
402,SPGI,"S&P Global, Inc.",Financials,173.31,27.38,1.0947506,7.95,185.38,124.64,46585950000,3021000000.0,10.254703999999998,50.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SPGI,-0.003868108502116833,1.1327177663460413,S&P500
